2365r, SOC 0829  006r, Mainr, 3r, The History   Significance of Race in Americar, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Anderson Hall Room: 00005 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 42 seats remain 100 of 100 waitlist seats remain r, Donna Marie Peters  Primary  r, 
2367r, SOC 0829  008r, Mainr, 3r, The History   Significance of Race in Americar, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Gladfelter Hall Room: 00764 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   23 of 42 seats remain 100 of 100 waitlist seats remain r, Mary Stricker  Primary  r, 
3753r, SOC 0829  009r, Mainr, 3r, The History   Significance of Race in Americar, ThursdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Gladfelter Hall Room: 00764 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   24 of 42 seats remain 100 of 100 waitlist seats remain r, Donna Marie Peters  Primary  r, 
29441r, SOC 0829  010r, Mainr, 3r, The History   Significance of Race in Americar, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Gladfelter Hall Room: 00764 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   26 of 42 seats remain 100 of 100 waitlist seats remain r, Mary Stricker  Primary  r, 
40950r, SOC 0829  801r, Japanr, 3r, The History   Significance of Race in Americar, Tuesday ThursdaySMTWTFS01:40  PM   03:10  PM Type:  Class Building: Temple Japan Main Building Room: 00402 Start Date: 01 14 2020 End Date: 04 22 2020r0, 7   14 of 38 seats remain 100 of 100 waitlist seats remain r1, Kyle L  Cleveland  Primary  r2, 
3756r7, SOC 0832  002r8, Mainr9, 3r:, Politics of Identity in Americar, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Anderson Hall Room: 00004 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   36 of 42 seats remain 100 of 100 waitlist seats remain r, Garvey Musumunu  Primary  r, 
34971rC, SOC 0832  003rD, MainrE, 3rF, Politics of Identity in AmericarG, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Anderson Hall Room: 00006 Start Date: 01 13 2020 End Date: 05 06 2020rH, 7   18 of 42 seats remain 100 of 100 waitlist seats remain rI, Debra Schumann  Primary  rJ, 
2370rO, SOC 0835  001rP, MainrQ, 3rR, 2   Ethnicity and the Immigrant Experience in the U S rS, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Gladfelter Hall Room: 00247 Start Date: 01 13 2020 End Date: 05 06 2020rT, 7   28 of 42 seats remain 100 of 100 waitlist seats remain rU, Rebbeca Tesfai  Primary  rV, 
3758r, SOC 0835  002r, Mainr, 3r^, 2   Ethnicity and the Immigrant Experience in the U S r, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Tuttleman Learning Center Room: 400AB Start Date: 01 13 2020 End Date: 05 06 2020r, 7   27 of 42 seats remain 100 of 100 waitlist seats remain ra, Raymond Halnon  Primary  rb, 
3761rg, SOC 0835  005rh, Mainri, 3rj, 2   Ethnicity and the Immigrant Experience in the U S rk, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Anderson Hall Room: 00002 Start Date: 01 13 2020 End Date: 05 06 2020rl, 7   33 of 42 seats remain 100 of 100 waitlist seats remain rm, Cristina Escobar  Primary  rn, GenEd Race   Diversityr
3762rs, SOC 0835  006rt, Mainru, 3rv, 2   Ethnicity and the Immigrant Experience in the U S rw, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Gladfelter Hall Room: 0L021 Start Date: 01 13 2020 End Date: 05 06 2020rx, 8   47 of 124 seats remain 100 of 100 waitlist seats remain ry, James D  Bachmeier  Primary  rz, 
37637r, SOC 0835  701r, Mainr, 3r, 2   Ethnicity and the Immigrant Experience in the U S r, r   NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 30 seats remain  95 of 100 waitlist seats remain r, Raymond Halnon  Primary  r, 
29442r, SOC 0851  001r, Mainr, 3r, Gender in Americar, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00204 Start Date: 01 13 2020 End Date: 05 06 2020r, 8   26 of 32 seats remain  100 of 100 waitlist seats remain r, Amanda M  Czerniawski  Primary  r, 
3768r, SOC 0851  003r, Mainr, 3r, Gender in Americar, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Anderson Hall Room: 00204 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 42 seats remain  99 of 100 waitlist seats remain r, Kaci L  Griffin  Primary  r, 
2371r, SOC 0851  005r, Mainr, 3r, Gender in Americar, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Anderson Hall Room: 00202 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 42 seats remain  100 of 100 waitlist seats remain r, Kaci L  Griffin  Primary  r, 
3770r, SOC 0851  006r, Mainr, 3r, Gender in Americar, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Tuttleman Learning Center Room: 00103 Start Date: 01 13 2020 End Date: 05 06 2020r, 8   61 of 90 seats remain  100 of 100 waitlist seats remain r, Amanda M  Czerniawski  Primary  r, 
2372r, SOC 0851  007r, Mainr, 3r, Gender in Americar, Monday Wednesday FridaySMTWTFS01:00  PM   01:50  PM Type:  Class Building: Anderson Hall Room: 00204 Start Date: 01 13 2020 End Date: 05 06 2020r, 8   19 of 32 seats remain  100 of 100 waitlist seats remain r, Richard A  Shore  Primary  r, 
2373r, SOC 0851  008r, Mainr, 3r, Gender in Americar, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00204 Start Date: 01 13 2020 End Date: 05 06 2020r, 8   26 of 32 seats remain  100 of 100 waitlist seats remain r, Alessandra Seggi  Primary  r, 
40270r, SOC 0851  101r, Amblerr, 3r, Gender in Americar, ThursdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ambler   Learning Center Room: 00306 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   19 of 25 seats remain 100 of 100 waitlist seats remain r, Alan J  Joynes  Primary  r, 
34974r, SOC 0861  001r, Mainr, 3r, 7   Urban Dynamics: Global  Regional  and Local Connectionsr, Monday Wednesday FridaySMTWTFS03:00  PM   03:50  PM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   33 of 42 seats remain 100 of 100 waitlist seats remain r, Geoffrey Moss  Primary  r, 
40271r, SOC 0861  002r, Mainr, 3r, 7   Urban Dynamics: Global  Regional  and Local Connectionsr, Monday Wednesday FridaySMTWTFS02:00  PM   02:50  PM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   32 of 42 seats remain 100 of 100 waitlist seats remain r, Geoffrey Moss  Primary  r, 
40687r, SOC 0929  001r, Mainr, 3r, 5   Honors: The History   Significance of Race in Americar, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Gladfelter Hall Room: 00741 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 20 seats remain 100 of 100 waitlist seats remain r, Matt Wray  Primary  r, 
23790r, SOC 0935  001r, Mainr, 3r, 9   Honors Ethnicity and the Immigrant Experience in the U S r, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Gladfelter Hall Room: 00604 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   5 of 20 seats remain 100 of 100 waitlist seats remain r, Raymond Halnon  Primary  r, 
40272r, SOC 1002  001r, Mainr, 1r, Professional Development for Sociology Majorsr, TuesdaySMTWTFS02:00  PM   02:50  PM Type:  Class Building: Gladfelter Hall Room: 00812 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   13 of 20 seats remain 100 of 100 waitlist seats remain r, Matt Wray  Primary  r,
3773r, SOC 1167  002r, Mainr, 3r, Social Statisticsr, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   18 of 42 seats remain 100 of 100 waitlist seats remain r, Justin R  Levine  Primary  r, 
23307r, SOC 1167  007r, Mainr, 3r, Social Statisticsr, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   28 of 42 seats remain 100 of 100 waitlist seats remain r, David Schrider  Primary  r, 
28656r2, SOC 1176  001r3, Mainr4, 3r5, Introduction to Sociologyr6, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Gladfelter Hall Room: 00764 Start Date: 01 13 2020 End Date: 05 06 2020r7, 7   12 of 42 seats remain 100 of 100 waitlist seats remain r8, Ben Marcus  Primary  r9, 
2044r, SOC 1176  003r, Mainr, 3rA, Introduction to SociologyrB, Monday Wednesday FridaySMTWTFS02:00  PM   02:50  PM Type:  Class Building: Gladfelter Hall Room: 00764 Start Date: 01 13 2020 End Date: 05 06 2020rC, 7   23 of 42 seats remain 100 of 100 waitlist seats remain rD, Ben Marcus  Primary  rE, 
540rJ, SOC 1176  004rK, MainrL, 3rM, Introduction to SociologyrN, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Gladfelter Hall Room: 00764 Start Date: 01 13 2020 End Date: 05 06 2020rO, 7   23 of 42 seats remain 100 of 100 waitlist seats remain rP, Ben Marcus  Primary  rQ, 
34976rV, SOC 1176  005rW, Mainr, 3rY, Introduction to SociologyrZ, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 42 seats remain  97 of 100 waitlist seats remain r, Michael Altimore  Primary  r, 
34977rb, SOC 1176  006rc, Mainrd, 3re, Introduction to Sociologyrf, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020rg, FULL: 0 of 42 seats remain  93 of 100 waitlist seats remain rh, Michael Altimore  Primary  ri, 
34978rn, SOC 1176  007ro, Mainrp, 3r, Introduction to Sociologyrr, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020rs, FULL: 0 of 42 seats remain  96 of 100 waitlist seats remain rt, Michael Altimore  Primary  ru, 
26790rz, SOC 1576  001r, Mainr, 3r, 0   Introduction to Sociology for Health Professionsr, Monday Wednesday FridaySMTWTFS01:00  PM   01:50  PM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   15 of 42 seats remain 100 of 100 waitlist seats remain r, Lauren Olsen  Primary  r,
42497r, SOC 2105  001r, Mainr, 3r, Echoes of Terrorr, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   2 of 5 seats remain  100 of 100 waitlist seats remain r, Olia Prokopenko  Primary  r,
40273r, SOC 2168  001r, Mainr, 3r, Sociology of Popular Culturer, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Anderson Hall Room: 00007 Start Date: 01 13 2020 End Date: 05 06 2020r, 8   35 of 80 seats remain  100 of 100 waitlist seats remain r, Dustin Kidd  Primary  r,
29434r, SOC 2522  001r, Mainr, 3r, Sociology of the Selfr, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Anderson Hall Room: 00007 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   39 of 70 seats remain 100 of 100 waitlist seats remain r, Shanyang Zhao  Primary  r,
29703r, SOC 2545  001r, Mainr, 3r, 2   Food for Thought: Sociological Thinking About Foodr, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 42 seats remain 100 of 100 waitlist seats remain r, Geoffrey Moss  Primary  r,
42425r, SOC 2555  001r, Mainr, 3r, Sociology on Drugsr, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Anderson Hall Room: 00004 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 42 seats remain  100 of 100 waitlist seats remain r, Matt Wray  Primary  r,
1227r, SOC 3082  001r, Mainr, 1 TO 4r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
2377r, SOC 3082  002r, Mainr, 1 TO 4r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
2378r, SOC 3082  003r, Mainr, 1 TO 4r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
10366r, SOC 3082  004r, Mainr, 1 TO 4r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
10367r, SOC 3082  005r, Mainr, 1 TO 4r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
23642r, SOC 3082  006r, Mainr, 1 TO 4r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
29444r, SOC 3185  701r, Mainr, 1 TO 4r, Internship in Sociologyr, r   NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   15 of 15 seats remain 100 of 100 waitlist seats remain r, Amanda M  Czerniawski  Primary  r,
26539r, SOC 3201  003r, Mainr, 4r, Statistical Methods in Sociologyr, WednesdaySMTWTFS09:00  AM   10:50  AM Type:  Laboratory Building: Gladfelter Hall Room: 00230 Start Date: 01 13 2020 End Date: 05 06 2020Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Lecture Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   6 of 14 seats remain  100 of 100 waitlist seats remain r, Geoffrey Moss  Primary  r, 
26540r, SOC 3201  004r, Mainr, 4r, Statistical Methods in Sociologyr, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Lecture Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS12:00  PM   01:50  PM Type:  Laboratory Building: Gladfelter Hall Room: 00230 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   4 of 14 seats remain  100 of 100 waitlist seats remain r, Geoffrey Moss  Primary  r, 
40274r, SOC 3221  001r, Mainr, 3r, Global Developmentr, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Anderson Hall Room: 00026 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 32 seats remain 100 of 100 waitlist seats remain r, Lu Zhang  Primary  r,
18975r, SOC 3222  001r, Mainr, 3r, Sociology of Religionr, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Tuttleman Learning Center Room: 400AB Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 25 seats remain  99 of 100 waitlist seats remain r, Raymond Halnon  Primary  r,
1414r1, SOC 3230  551r2, Romer3, 3r4, ITALIAN MAFIAr5, r   Sunday SaturdaySMTWTFS00:00  AM   11:59  PM Type:  Class Building: None Room: None Start Date: 04 18 2020 End Date: 04 19 2020FridaySMTWTFS08:00  AM   11:59  PM Type:  Class Building: None Room: None Start Date: 04 17 2020 End Date: 04 17 2020Monday WednesdaySMTWTFS06:20  PM   07:50  PM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020r6, FULL: 0 of 4 seats remain  97 of 100 waitlist seats remain r7, Greg Smith  Primary  r8, 
40275r, SOC 3242  001r, Mainr, 3r, Constructing Race and EthnicityrA, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Ritter Hall Room: 00108 Start Date: 01 13 2020 End Date: 05 06 2020rB, 7   12 of 32 seats remain 100 of 100 waitlist seats remain rC, Michelle D  Byng  Primary  rD,
40952rH, SOC 3247  801rI, JapanrJ, 3rK, Ideology and Social Change in JapanrL, Tuesday ThursdaySMTWTFS05:30  PM   07:00  PM Type:  Class Building: Temple Japan Main Building Room: 00309 Start Date: 01 14 2020 End Date: 04 22 2020rM, 8   42 of 48 seats remain  100 of 100 waitlist seats remain rN, Kyle L  Cleveland  Primary  rO,
3983rS, SOC 3261  003rT, MainrU, 4rV, Research Design and MethodsrW, MondaySMTWTFS10:00  AM   11:50  AM Type:  Laboratory Building: Anderson Hall Room: 00103 Start Date: 01 13 2020 End Date: 05 06 2020Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Lecture Building: Gladfelter Hall Room: 00764 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   2 of 15 seats remain  100 of 100 waitlist seats remain rY, Laura A  Orrico  Primary  rZ,
3985r^, SOC 3261  004r, Mainr, 4ra, Research Design and Methodsrb, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Lecture Building: Gladfelter Hall Room: 00764 Start Date: 01 13 2020 End Date: 05 06 2020WednesdaySMTWTFS12:00  PM   01:50  PM Type:  Laboratory Building: Anderson Hall Room: 00103 Start Date: 01 13 2020 End Date: 05 06 2020rc, 7   9 of 15 seats remain  100 of 100 waitlist seats remain rd, Laura A  Orrico  Primary  re,
7621ri, SOC 3396  001rj, Mainrk, 3rl, Development of Sociological Thoughtrm, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Gladfelter Hall Room: 00748 Start Date: 01 13 2020 End Date: 05 06 2020rn, FULL: 0 of 20 seats remain  96 of 100 waitlist seats remain ro, Michael Altimore  Primary  rp, 
18979ru, SOC 3511  001rv, Mainrw, 3rx, Environmental Sociology: The End of the World as We Know It ry, Monday Wednesday FridaySMTWTFS01:00  PM   01:50  PM Type:  Class Building: Gladfelter Hall Room: 00764 Start Date: 01 13 2020 End Date: 05 06 2020rz, FULL: 0 of 32 seats remain  99 of 100 waitlist seats remain r, Ben Marcus  Primary  r,
34981r, SOC 3571  001r, Mainr, 3r, Methods in Program Evaluationr, Monday Wednesday FridaySMTWTFS02:00  PM   02:50  PM Type:  Class Building: Anderson Hall Room: 00203 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   21 of 32 seats remain 100 of 100 waitlist seats remain r, Rebbeca Tesfai  Primary  r,
10359r, SOC 3582  001r, Mainr, 1 TO 4r, Independent Study in Medical Sociologyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
10365r, SOC 3582  002r, Mainr, 1 TO 4r, Independent Study in Medical Sociologyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
35094r, SOC 3582  003r, Mainr, 1 TO 4r, Independent Study in Medical Sociologyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
40350r, SOC 3582  004r, Mainr, 1 TO 4r, Independent Study in Medical Sociologyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r, Kimberly A  Goyette  Primary  r,
34982r, SOC 4001  001r, Mainr, 4r, Qualitative Researchr, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Anderson Hall Room: 00205 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   18 of 40 seats remain 100 of 100 waitlist seats remain r, Pablo Vila  Primary  r,
3989r, SOC 4096  001r, Mainr, 3r, Senior Seminarr, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Gladfelter Hall Room: 00741 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 20 seats remain 100 of 100 waitlist seats remain r, Mary Stricker  Primary  r, 
29451r, SOC 4096  002r, Mainr, 3r, Senior Seminarr, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Gladfelter Hall Room: 00741 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 20 seats remain  100 of 100 waitlist seats remain r, Mary Stricker  Primary  r, 
40277r, SOC 8111  001r, Mainr, 3r, Classical Social Theoryr, ThursdaySMTWTFS05:00  PM   07:30  PM Type:  Class Building: Gladfelter Hall Room: 00741 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 20 seats remain 100 of 100 waitlist seats remain r, Tom J  Waidzunas  Primary  r,
40278r, SOC 8231  001r, Mainr, 3r, Demography   Immigrationr, TuesdaySMTWTFS05:00  PM   07:30  PM Type:  Class Building: Gladfelter Hall Room: 00741 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   17 of 20 seats remain 100 of 100 waitlist seats remain r, James D  Bachmeier  Primary  r,
40279r, SOC 8361  001r, Mainr, 3r, Urban Sociologyr, TuesdaySMTWTFS02:00  PM   04:30  PM Type:  Class Building: Gladfelter Hall Room: 00240 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   16 of 20 seats remain 100 of 100 waitlist seats remain r, Laura A  Orrico  Primary  r,
40280r, SOC 9131  001r, Mainr, 3r, Theories of Identityr, WednesdaySMTWTFS05:00  PM   07:30  PM Type:  Class Building: Anderson Hall Room: 01106 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   6 of 17 seats remain  100 of 100 waitlist seats remain r, Pablo Vila  Primary  r,
40281r, SOC 9211  001r, Mainr, 3r, Graduate Data Analysisr, MondaySMTWTFS02:00  PM   04:30  PM Type:  Class Building: Gladfelter Hall Room: 00741 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 20 seats remain 100 of 100 waitlist seats remain r, Kimberly A  Goyette  Primary  r,
10364r, SOC 9382  001r, Mainr, 1 TO 6r, Independent Study Progmr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   4 of 5 seats remain 100 of 100 waitlist seats remain r, Pablo Vila  Primary  r,
7739r, SOC 9382  002r, Mainr, 1 TO 6r, Independent Study Progmr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
18469r, SOC 9382  003r, Mainr, 1 TO 6r, Independent Study Progmr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r    h, ,
1228r, SOC 9994  001r, Mainr, 1 TO 6r0, Preliminary Examination Preparationr1, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r2, 7   15 of 15 seats remain 100 of 100 waitlist seats remain r3   h, ,
10363r7, SOC 9998  002r8, Mainr9, 1 TO 6r:, Pre Dissertation Researchr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   5 of 10 seats remain 100 of 100 waitlist seats remain r    h, ,
1229rA, SOC 9999  001rB, MainrC, 1 TO 6rD, Dissertation ResearchrE, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020rF, 7   20 of 30 seats remain 100 of 100 waitlist seats remain rG   h, ,
40502rK, SPAN 0826  001rL, MainrM, 3rN, Bilingual CommunitiesrO, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Ritter Hall Room: 00102 Start Date: 01 13 2020 End Date: 05 06 2020rP, 7   23 of 30 seats remain 100 of 100 waitlist seats remain rQ, Paul D  Toth  Primary  rR, 
21209rW, SPAN 0837  001r, MainrY, 3rZ, Eating Culturesr, Monday Wednesday FridaySMTWTFS01:00  PM   01:50  PM Type:  Class Building: Anderson Hall Room: 00105 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   2 of 30 seats remain 100 of 100 waitlist seats remain r, Erica F  O Brien  Primary  r^, 
23716rc, SPAN 0837  002rd, Mainre, 3rf, Eating Culturesrg, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Tuttleman Learning Center Room: 407AB Start Date: 01 13 2020 End Date: 05 06 2020rh, 7   16 of 30 seats remain 100 of 100 waitlist seats remain ri, Nicole Nathan  Primary  rj, 
37695ro, SPAN 0837  003rp, Mainr, 3rr, Eating Culturesrs, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Ritter Hall Room: 00105 Start Date: 01 13 2020 End Date: 05 06 2020rt, 7   13 of 30 seats remain 100 of 100 waitlist seats remain ru, Nicole Nathan  Primary  rv, 
40503r, SPAN 0837  004r, Mainr, 3r, Eating Culturesr, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Anderson Hall Room: 00342 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   21 of 30 seats remain 100 of 100 waitlist seats remain r, Fernando Fonseca Pacheco  Primary  r, 
7585r, SPAN 0868  003r, Mainr, 3r, World Society in Literature   Filmr, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Class Building: Anderson Hall Room: 00024 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 30 seats remain  99 of 100 waitlist seats remain r, Erica F  O Brien  Primary  r, 
26413r, SPAN 0868  701r, Mainr, 3r, World Society in Literature   Filmr, r   NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 24 seats remain  96 of 100 waitlist seats remain r, Alodia Martin Martinez  Primary  r, 
35240r, SPAN 0868  702r, Center Cityr, 3r, World Society in Literature   Filmr, r   NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 2 seats remain  100 of 100 waitlist seats remain r, Alodia Martin Martinez  Primary  r, 
35241r, SPAN 0868  703r, Amblerr, 3r, World Society in Literature   Filmr, r   NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 4 seats remain  99 of 100 waitlist seats remain r, Alodia Martin Martinez  Primary  r, 
